NIT,Razón social de la sociedad,CIIU,Tipo societario,Departamento de la dirección del domicilio,Ingresos de actividades ordinarias,Costo de ventas,Ganancia bruta,Otros ingresos,Gastos de ventas,Gastos de administración,Otros gastos,Ganancia por actividades de operación,Costos financieros,Ganancia antes de impuestos,Ingreso (gasto) por impuestos,Ganancia (pérdida),atribuible a los propietarios de la controladora,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,Total activos corrientes distintos de los activos,Activos corrientes totales,"Propiedades, planta y equipo",Total de activos no corrientes,Total de activos,Cuentas por pagar comerciales y otras cuentas por pagar,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos,Pasivos corrientes totales,Total de pasivos no corrientes,Total pasivos,Capital emitido,Otras reservas,Ganancias acumuladas,Total patrimonio atribuible a propietarios de la controladora,Patrimonio total,Total de patrimonio y pasivos,Capital de trabajo,Indice de insolvencia,Prueba ácida,Liquidez general,Leverage,Endeudamiento sobre activos,Concentración endeudamiento corto plazo,Concentración endeudamiento largo plazo,Rotación de cartera,Rotación proveedores,Proceso,Insolvencia
-0.8339938808249755,1.1855881697980726,0.2299506815577185,-1.2425114359353826,0.5311367476408925,-0.27970060185903595,-0.29442573834348457,-0.1914008238285891,-0.18075466649769772,-0.2767314027136082,-0.18990902343007457,-0.1154117990004112,-0.1502406193896466,-0.152495628334362,-0.1990918072601532,-0.17490067108107132,-0.18235873761227728,-0.1826772376787259,-0.021451614832559307,-0.13405616734443732,-0.04854255368869673,-0.12230088113638102,-0.12362517037669765,-0.27676089707210394,-0.2654672714789869,-0.21170522541075815,-0.18898650991682917,-0.2686454437956633,-0.08718372817779452,-0.08791949647389369,-0.17750275537196625,-0.16561203334106261,-0.2094406073614707,-0.20746436689147751,-0.19692855982311472,-0.28502282627422265,-0.27838458755125817,-0.21170522541075815,-0.10820362414145708,-0.2586406675980189,-0.24807430066475544,-0.041840412788042874,0.08349148836766405,0.934552010430828,0.6998254945412345,-0.6998254945422061,-0.03753258662782936,-0.06637749815490285,0.31708782189346,-0.33833539917161104
-0.8339938808249755,1.1855881697980726,0.2299506815577185,-1.2425114359353826,0.5311367476408925,-0.28625143961306526,-0.2946466244666849,-0.204858717594636,-0.1731844492719316,-0.2711500641038099,-0.19088086516426828,-0.11485408741688063,-0.1905070211883293,-0.24352828244699765,-0.19727646290275924,-0.1968620096220194,-0.1699553910008948,-0.1826772376787259,-0.2373964241908466,-0.14096000119198995,0.05899391358232723,-0.12391626027286143,-0.12523974480464115,-0.28763488119839414,-0.2700940545520023,-0.2151208856961626,-0.081461544784069,-0.2679220490535766,-0.08793265486959352,-0.0886671636374956,-0.18575839313758966,-0.17215338858184187,-0.2094406073614707,-0.20746436689147751,-0.18749696867309176,-0.2827431466304714,-0.27654885167944165,-0.2151208856961626,-0.1098351343193497,-0.2609534241826807,-0.28373280609571555,-0.04211144516646392,0.07594455385478555,0.8837410352432278,0.833093303727174,-0.8330933037281284,-0.03683754450090176,0.1078746353954047,0.31708782189346,-0.33833539917161104
-1.618098629054633,-1.2822947444614996,0.8171879458711884,-1.2425114359353826,-0.48392459229503526,-0.34321270786705094,-0.37260544506427506,-0.21963613525227746,-0.12213038152466603,-0.3679156538960775,-0.16163181076755131,-0.11431198279015575,-0.208887328587728,-0.23955452351509382,-0.22260636292118893,-0.2133449407011414,-0.19642974237911026,-0.18080881696906612,-0.3989812108504007,-0.21725343090453034,-0.39978180652890805,-0.24076957888858946,-0.2420348524029479,-0.160512236599879,-0.24555043435840435,-0.26062884067732783,-0.30880690200673694,-0.23742965885228415,-0.3571181615330847,-0.35739996012307024,-0.15161533435760724,-0.23956649048634038,-0.18521534178517424,-0.2099174006868138,-0.316170995382385,-0.2980687421335169,-0.284368881095703,-0.26062884067732783,-0.11085750916408241,-0.1408446724870641,-0.017352402459787693,-0.034854223410047666,0.036793489024395505,0.47332048846155206,-1.179673128401773,1.1796731284005617,-0.045190887982873365,-0.1981874174856227,0.31708782189346,-0.33833539917161104
-1.618098629054633,-1.2822947444614996,0.8171879458711884,-1.2425114359353826,-0.48392459229503526,-0.32081212877203324,-0.34557872045781507,-0.20894198159326394,-0.1269245617575217,-0.3679156538960775,-0.16956938796539883,-0.11405303863644004,-0.1656485699446981,-0.2122239975171641,-0.1840934333527607,-0.17942613013690992,-0.1601976379133951,-0.1569302265950523,-0.34601681140735846,-0.2097089671022536,-0.39978180652890805,-0.23696313944952857,-0.23823030915917803,-0.1983993890124534,-0.26667889912147175,-0.2705534133480776,-0.2963116475434035,-0.22431289570772478,-0.35156265551151894,-0.35185379722755394,-0.17710335425861742,-0.25703228867043665,-0.18521534178517424,-0.2099174006868138,-0.31727222653128034,-0.29836134563612354,-0.2815545093838444,-0.2705534133480776,-0.10907580350421428,-0.1403815307344431,-0.01686805713081991,-0.039313894937178094,0.020943624048142213,0.1727415100005191,-0.6897778569499466,0.689777856948798,-0.061480892713078175,-0.1931025586955566,0.31708782189346,-0.33833539917161104
-0.834577729183204,-1.177409720605468,-0.11804177136878216,-1.2425114359353826,-0.48392459229503526,0.2691448805611542,0.4332078336685204,-0.01737256864192971,0.01313176063358815,0.6779398174786223,-0.191976890299367,-0.11615056587502724,-0.084074172969589,-0.03303163013065306,-0.01736039833688299,-0.19167355185145682,0.06888317541273122,0.09021423491379921,-0.012318609349350284,-0.10935014170438104,0.5744937409483636,0.00804715930098741,0.0066579365855875105,-0.19145300090883238,-0.0677079001644381,-0.03461293058383316,-0.22216567032705706,0.4972727772074618,-0.09891384407246599,-0.09962988492142479,-0.04701695590246685,-0.07039811899233814,-0.18889063094136616,-0.19739117956266336,-0.09093200448184138,0.0876913435108452,0.025324365936727797,-0.03461293058383316,0.06271336963493655,0.0009418827876290488,-0.17826573081003877,-0.04254915973817567,0.007935648753689737,-0.2034345236826954,-0.5504840801892337,0.550484080188103,-0.11883654617731261,-0.2517331403197622,0.31708782189346,-0.33833539917161104
-0.834577729183204,-1.177409720605468,-0.11804177136878216,-1.2425114359353826,-0.48392459229503526,0.364169111445374,0.5623969263703247,0.008440960354611421,0.014592337945503497,0.8230732132759162,-0.18828892761811947,-0.09818140031299963,-0.10577326467258281,-0.03205554925585565,-0.022079276245593398,-0.197764713885631,0.06532227098607282,0.08657909976756453,-0.2465385850541668,-0.012530387987001151,0.5576881751096945,0.03457285824492981,0.033170421630758104,-0.25391362933246053,-0.0909205776333866,-0.03418148332287172,-0.10552196497279676,0.46201459209359924,0.0069423321271413355,0.006048264723354705,-0.05313562760425113,-0.038327720700858756,-0.18889063094136616,-0.20372870110174784,-0.09307452197417133,0.028399391698118708,-0.025998070297282766,-0.03418148332287172,0.03859408033990758,-0.0988491056897389,-0.20186561947455506,-0.04228166374999002,0.0170375537618417,0.07582775583768388,-0.2414903358770228,0.2414903358759313,-0.11095132950192349,-0.2266810278599077,0.31708782189346,-0.33833539917161104
-1.3859851433262407,0.15524705309470113,0.38219737971306256,0.8531931200294096,1.9522226235511912,-0.27437348816590246,-0.2876117029431548,-0.18937769302062935,-0.11097015868752662,-0.361732768352265,-0.1251142099281589,-0.10561939867592228,-0.1697892713840688,-0.2312316359088656,-0.16450411751562125,-0.16647357900120605,-0.1398163909441381,-0.12283588880988683,-0.42458782808765827,-0.24307990825380968,-0.2405204570794458,-0.1975108315794889,-0.19876891309978542,-0.2840998423357986,-0.31188913905585963,-0.27589294370685347,-0.26897261176511417,-0.23694742201027313,-0.32217762149790186,-0.3225181823083795,-0.21057742341868915,-0.27230702062839857,-0.22689556687484394,-0.1932934425727541,-0.05361174328703036,-0.2751429463424001,-0.2704287121567314,-0.27589294370685347,-0.0752300711109185,-0.017185414666338744,-0.05451819163684195,-0.0456081938016655,0.004645822619521315,-0.3285722138293668,0.8949257125977628,-0.8949257125987096,-0.10903575269540133,-0.185739380871793,0.31708782189346,-0.33833539917161104
-1.3859851433262407,0.15524705309470113,0.38219737971306256,0.8531931200294096,1.9522226235511912,-0.2698518840650061,-0.2772050385345563,-0.193876629698717,-0.08751885149511444,-0.3572957214168372,-0.11650329945933018,-0.11089902057725087,-0.18664549425512228,-0.2299608031165027,-0.1821417102864007,-0.17932864213315783,-0.15762543078662355,-0.1410161764265539,-0.42007205362564914,-0.23102648784877314,-0.27683262320055524,-0.1985651659808657,-0.1995024670671332,-0.28410820067185044,-0.3116307053295965,-0.2761202500169964,-0.29041496375326753,-0.17567229278619254,-0.31920935674475515,-0.31955490951665433,-0.21273159673163927,-0.2729162649023442,-0.22689556687484394,-0.1932934425727541,-0.050857554470818835,-0.2746380493894464,-0.2700221386056412,-0.2761202500169964,-0.07777165950522592,-0.037561338411061254,-0.03406360373319793,-0.04563447971606357,0.004117725619061169,-0.35015901468447735,1.0435219104203821,-1.0435219104213094,-0.1028573055133079,-0.21769350351800734,-1.939702744962062,2.9556469776689793
-0.8212199466623143,-1.5352527431731058,1.230428983721408,-0.6437387056597278,-0.48392459229503526,-0.26491760603491543,-0.261816879836325,-0.20420729178286554,-0.18075466649769772,-0.3679156538960775,-0.1482165330245982,-0.11615056587502724,-0.19457609874622087,-0.23032975979438813,-0.1988600471667253,-0.13421762135923127,-0.20051678247963403,-0.1848016425125079,-0.3429764077658093,-0.12334252522385045,-0.39948513636454536,-0.18988191633735918,-0.1911725397745644,-0.2863874215298604,-0.3139723770651178,-0.2732063170380367,-0.2445990495641218,-0.19278455496588462,-0.31588121592189544,-0.3162323658867591,-0.21298929260548127,-0.2719576678592636,0.07965992189209056,-0.20174547179949254,-0.14902763359931245,-0.2671973958085983,-0.2640304745025014,-0.2732063170380367,-0.06906283953442335,-0.004952822877640775,0.12446956945244919,-0.04590575450796661,0.0026890737268561097,-0.4108553138481867,1.0735501174718913,-1.0735501174728153,-0.041700567249181905,-0.16033867031558485,-1.939702744962062,2.9556469776689793
-0.8212199466623143,-1.5352527431731058,1.230428983721408,-0.6437387056597278,-0.48392459229503526,-0.26602011120209695,-0.2769393004856236,-0.1861883101427157,-0.18075466649769772,-0.3679156538960775,-0.14388197204426803,-0.11615056587502724,-0.1430080110787721,-0.23361119416520665,-0.14273544687056808,-0.21469753921353776,-0.08874143445299068,-0.0706962222568007,-0.2591237176949686,-0.13630761660260607,-0.3993091558905262,-0.1895545159180724,-0.19084530245130035,-0.28520636961680723,-0.3117970773056399,-0.2718196241680771,-0.26198334762527614,-0.1988318799749361,-0.31162700289332124,-0.31198530749871867,-0.2127923213102589,-0.27033183190139914,0.08274125877096775,-0.20362613217387943,-0.1425433912384255,-0.26603167561120455,-0.26309176612357527,-0.2718196241680771,-0.07096450947405411,-0.024763350249450894,0.10359759081965135,-0.045770594862909034,0.003320418545395733,-0.3836079576841022,1.0776041500146307,-1.0776041500155542,-0.04852856188565195,-0.18218865660817393,0.31708782189346,-0.33833539917161104
